0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,0,0,2,2,0,0,0,0,6,0,5,0,5,0,3,0,15,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,9,0,0
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,5,0,0,15,9,2,10,0,0,0,0,5,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,2
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
